Time (UTCG),Azimuth (deg),Elevation (deg),Range (km)
27 Mar 2024 07:16:00.000,290.323,7.873,1999.990572
10 Mar 2024 13:17:00.000,73.821,14.021,1598.783279
17 Mar 2024 11:13:00.000,37.300,54.608,676.924048
11 Mar 2024 14:47:00.000,289.138,7.894,1999.979167
17 Mar 2024 14:32:00.000,242.432,10.190,1828.060415
30 Mar 2024 03:46:00.000,268.757,7.810,1999.975923
13 Mar 2024 13:10:00.000,95.031,7.844,1999.984914
05 Mar 2024 16:52:00.000,91.369,41.019,814.164239
15 Mar 2024 14:39:00.000,236.535,22.281,1231.428069
16 Mar 2024 14:34:00.000,256.006,11.578,1739.274844
25 Mar 2024 05:50:00.000,69.609,8.909,1923.257797
22 Mar 2024 05:53:00.000,233.345,35.888,892.368775
03 Mar 2024 16:51:00.000,288.717,7.882,1999.999868
04 Mar 2024 11:53:00.000,101.931,11.762,1728.136610
25 Mar 2024 04:01:00.000,226.193,7.740,1999.992175
28 Mar 2024 03:56:00.000,272.143,61.609,630.500167
15 Mar 2024 07:54:00.000,200.985,19.819,1320.930385
13 Mar 2024 08:01:00.000,180.609,11.605,1732.009945
12 Mar 2024 09:45:00.000,214.573,33.863,929.943223
17 Mar 2024 09:29:00.000,281.219,21.440,1264.317250
20 Mar 2024 09:25:00.000,71.936,22.184,1238.275250
29 Mar 2024 08:59:00.000,163.460,7.743,1999.990468
21 Mar 2024 11:03:00.000,130.999,23.950,1175.905317
31 Mar 2024 00:28:00.000,114.066,14.391,1571.166848
24 Mar 2024 07:33:00.000,75.731,14.021,1598.397952
16 Mar 2024 12:59:00.000,124.187,24.895,1146.892955
13 Mar 2024 08:06:00.000,101.907,11.567,1740.451247
07 Mar 2024 18:26:00.000,191.761,13.837,1599.393375
18 Mar 2024 11:05:00.000,290.350,7.897,1999.987939
23 Mar 2024 10:56:00.000,168.550,24.047,1171.645988
25 Mar 2024 04:02:00.000,222.356,13.373,1626.217253
25 Mar 2024 04:03:00.000,215.811,21.076,1271.449969
27 Mar 2024 07:20:00.000,326.699,56.429,663.256454
02 Mar 2024 13:37:00.000,166.837,40.332,823.099194
06 Mar 2024 18:31:00.000,164.811,11.402,1742.757692
16 Mar 2024 06:13:00.000,149.024,9.396,1879.017161
10 Mar 2024 11:33:00.000,34.111,70.717,593.218228
28 Mar 2024 08:58:00.000,218.228,29.081,1032.479485
20 Mar 2024 09:22:00.000,336.723,47.112,743.269958
28 Mar 2024 07:19:00.000,97.846,42.095,799.987414
13 Mar 2024 11:19:00.000,275.477,7.872,1999.990957
20 Mar 2024 12:42:00.000,248.865,16.418,1472.424128
